,REF_DATE,GEO,New housing price indexes,UOM,VALUE
5366,2020-06-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",102.8
5367,2020-06-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",105.1
5368,2020-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",110.1
5369,2020-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",110.8
5370,2020-06-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",109.3
5371,2020-06-01,"London, Ontario",Total (house and land),"Index, 201612=100",116.3
5372,2020-06-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",108.6
5373,2020-06-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",102.8
5374,2020-06-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",105.8
5375,2020-06-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.4
5376,2020-06-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",96.6
5377,2020-06-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",96.8
5378,2020-06-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",97.4
5379,2020-06-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",104.2
5380,2020-06-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",107.0
5381,2020-06-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",102.6
5382,2020-07-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",96.9
5383,2020-07-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",105.4
5384,2020-07-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",101.0
5385,2020-07-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5386,2020-07-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",103.5
5387,2020-07-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",114.8
5388,2020-07-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",103.8
5389,2020-07-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",103.1
5390,2020-07-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",106.7
5391,2020-07-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",110.5
5392,2020-07-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",111.6
5393,2020-07-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",110.0
5394,2020-07-01,"London, Ontario",Total (house and land),"Index, 201612=100",116.7
5395,2020-07-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",109.4
5396,2020-07-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",102.8
5397,2020-07-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",106.0
5398,2020-07-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",91.9
5399,2020-07-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",96.6
5400,2020-07-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",96.3
5401,2020-07-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",97.2
5402,2020-07-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",104.3
5403,2020-07-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",107.8
5404,2020-07-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",102.6
5405,2020-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",96.9
5406,2020-08-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",107.1
5407,2020-08-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",102.7
5408,2020-08-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5409,2020-08-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",103.7
5410,2020-08-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",115.5
5411,2020-08-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",105.7
5412,2020-08-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",103.4
5413,2020-08-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",108.0
5414,2020-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",110.5
5415,2020-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",112.3
5416,2020-08-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",110.3
5417,2020-08-01,"London, Ontario",Total (house and land),"Index, 201612=100",117.3
5418,2020-08-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",109.9
5419,2020-08-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",103.5
5420,2020-08-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",106.9
5421,2020-08-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.4
5422,2020-08-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",96.6
5423,2020-08-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",96.2
5424,2020-08-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",97.2
5425,2020-08-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",105.1
5426,2020-08-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",108.9
5427,2020-08-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",103.0
5428,2020-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",98.0
5429,2020-09-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",108.0
5430,2020-09-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",103.2
5431,2020-09-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5432,2020-09-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",105.3
5433,2020-09-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",116.5
5434,2020-09-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",106.3
5435,2020-09-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",104.2
5436,2020-09-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",110.5
5437,2020-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",111.1
5438,2020-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",113.1
5439,2020-09-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",112.2
5440,2020-09-01,"London, Ontario",Total (house and land),"Index, 201612=100",117.8
5441,2020-09-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",111.9
5442,2020-09-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",103.7
5443,2020-09-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",108.7
5444,2020-09-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.1
5445,2020-09-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",96.4
5446,2020-09-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",96.6
5447,2020-09-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",97.5
5448,2020-09-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",105.4
5449,2020-09-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",111.1
5450,2020-09-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",105.6
5451,2020-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",100.0
5452,2020-10-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",109.3
5453,2020-10-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",103.6
5454,2020-10-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5455,2020-10-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",107.6
5456,2020-10-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",119.7
5457,2020-10-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",106.3
5458,2020-10-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",104.8
5459,2020-10-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",110.5
5460,2020-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",113.5
5461,2020-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",114.9
5462,2020-10-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",113.2
5463,2020-10-01,"London, Ontario",Total (house and land),"Index, 201612=100",117.9
5464,2020-10-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",112.9
5465,2020-10-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",104.2
5466,2020-10-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",108.8
5467,2020-10-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.5
5468,2020-10-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",96.9
5469,2020-10-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",97.0
5470,2020-10-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",97.8
5471,2020-10-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",105.4
5472,2020-10-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",112.5
5473,2020-10-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",105.8
5474,2020-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",100.5
5475,2020-11-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",110.1
5476,2020-11-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",104.8
5477,2020-11-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5478,2020-11-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",107.6
5479,2020-11-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",121.3
5480,2020-11-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",107.4
5481,2020-11-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",105.1
5482,2020-11-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",110.7
5483,2020-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",114.7
5484,2020-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",117.3
5485,2020-11-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",114.4
5486,2020-11-01,"London, Ontario",Total (house and land),"Index, 201612=100",118.1
5487,2020-11-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",113.1
5488,2020-11-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",104.2
5489,2020-11-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",109.1
5490,2020-11-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.4
5491,2020-11-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",96.9
5492,2020-11-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",97.3
5493,2020-11-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",98.4
5494,2020-11-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",106.8
5495,2020-11-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",112.8
5496,2020-11-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",106.5
5497,2020-12-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",100.7
5498,2020-12-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",110.1
5499,2020-12-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",106.0
5500,2020-12-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5501,2020-12-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",107.6
5502,2020-12-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",122.0
5503,2020-12-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",110.7
5504,2020-12-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",105.5
5505,2020-12-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",111.7
5506,2020-12-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",115.2
5507,2020-12-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",118.4
5508,2020-12-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",114.5
5509,2020-12-01,"London, Ontario",Total (house and land),"Index, 201612=100",119.0
5510,2020-12-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",113.4
5511,2020-12-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",104.7
5512,2020-12-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",109.1
5513,2020-12-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.7
5514,2020-12-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",97.1
5515,2020-12-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",97.3
5516,2020-12-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",98.2
5517,2020-12-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",106.8
5518,2020-12-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",112.8
5519,2020-12-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",107.7
5520,2021-01-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",100.7
5521,2021-01-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",110.1
5522,2021-01-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",108.7
5523,2021-01-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5524,2021-01-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",108.0
5525,2021-01-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",122.1
5526,2021-01-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",112.4
5527,2021-01-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",106.2
5528,2021-01-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5529,2021-01-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",115.7
5530,2021-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",121.8
5531,2021-01-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",114.6
5532,2021-01-01,"London, Ontario",Total (house and land),"Index, 201612=100",121.2
5533,2021-01-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",115.3
5534,2021-01-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",106.1
5535,2021-01-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",110.4
5536,2021-01-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.9
5537,2021-01-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",97.7
5538,2021-01-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",97.6
5539,2021-01-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",98.3
5540,2021-01-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",107.6
5541,2021-01-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",113.1
5542,2021-01-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",107.8
5543,2021-02-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",100.7
5544,2021-02-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",112.7
5545,2021-02-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",111.7
5546,2021-02-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5547,2021-02-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",108.3
5548,2021-02-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",123.0
5549,2021-02-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",113.7
5550,2021-02-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",107.7
5551,2021-02-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5552,2021-02-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",117.1
5553,2021-02-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",126.2
5554,2021-02-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",119.0
5555,2021-02-01,"London, Ontario",Total (house and land),"Index, 201612=100",121.8
5556,2021-02-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",116.3
5557,2021-02-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",108.2
5558,2021-02-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",112.3
5559,2021-02-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",92.7
5560,2021-02-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",98.3
5561,2021-02-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",98.4
5562,2021-02-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",99.1
5563,2021-02-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",109.6
5564,2021-02-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",117.6
5565,2021-02-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",108.5
5566,2021-03-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",101.5
5567,2021-03-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",113.8
5568,2021-03-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",114.7
5569,2021-03-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5570,2021-03-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",108.3
5571,2021-03-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",124.7
5572,2021-03-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",113.7
5573,2021-03-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",108.6
5574,2021-03-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5575,2021-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",120.8
5576,2021-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",128.2
5577,2021-03-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",119.4
5578,2021-03-01,"London, Ontario",Total (house and land),"Index, 201612=100",124.4
5579,2021-03-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",118.0
5580,2021-03-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",109.6
5581,2021-03-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",113.5
5582,2021-03-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",94.4
5583,2021-03-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",99.4
5584,2021-03-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",98.9
5585,2021-03-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.1
5586,2021-03-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",111.8
5587,2021-03-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",118.2
5588,2021-03-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",111.0
5589,2021-04-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",102.1
5590,2021-04-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",116.0
5591,2021-04-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",115.3
5592,2021-04-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5593,2021-04-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",108.3
5594,2021-04-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",133.9
5595,2021-04-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",113.7
5596,2021-04-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",109.5
5597,2021-04-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5598,2021-04-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",123.8
5599,2021-04-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",134.0
5600,2021-04-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",120.4
5601,2021-04-01,"London, Ontario",Total (house and land),"Index, 201612=100",125.0
5602,2021-04-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",128.0
5603,2021-04-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",118.0
5604,2021-04-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",116.8
5605,2021-04-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",93.9
5606,2021-04-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",100.3
5607,2021-04-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.5
5608,2021-04-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.5
5609,2021-04-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",113.5
5610,2021-04-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",120.0
5611,2021-04-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",112.4
5612,2021-05-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",101.7
5613,2021-05-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5614,2021-05-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",115.2
5615,2021-05-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",104.0
5616,2021-05-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",108.3
5617,2021-05-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",135.8
5618,2021-05-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",113.7
5619,2021-05-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",109.9
5620,2021-05-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5621,2021-05-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",124.0
5622,2021-05-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",139.7
5623,2021-05-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",120.4
5624,2021-05-01,"London, Ontario",Total (house and land),"Index, 201612=100",130.1
5625,2021-05-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",131.0
5626,2021-05-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",118.7
5627,2021-05-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",122.7
5628,2021-05-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",95.8
5629,2021-05-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",103.1
5630,2021-05-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",105.3
5631,2021-05-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",102.7
5632,2021-05-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",117.3
5633,2021-05-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",120.9
5634,2021-05-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",112.7
5635,2021-06-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",102.2
5636,2021-06-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5637,2021-06-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",115.2
5638,2021-06-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",105.2
5639,2021-06-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5640,2021-06-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",136.9
5641,2021-06-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",113.7
5642,2021-06-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",110.0
5643,2021-06-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5644,2021-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",125.5
5645,2021-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",141.5
5646,2021-06-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",123.0
5647,2021-06-01,"London, Ontario",Total (house and land),"Index, 201612=100",131.1
5648,2021-06-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",133.4
5649,2021-06-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",118.7
5650,2021-06-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",125.0
5651,2021-06-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",96.9
5652,2021-06-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",105.4
5653,2021-06-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",109.0
5654,2021-06-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",103.3
5655,2021-06-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",118.5
5656,2021-06-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",120.5
5657,2021-06-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",113.0
5658,2021-07-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",102.3
5659,2021-07-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",117.8
5660,2021-07-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",115.2
5661,2021-07-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",105.2
5662,2021-07-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",109.5
5663,2021-07-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",137.8
5664,2021-07-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",118.6
5665,2021-07-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",110.2
5666,2021-07-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",116.1
5667,2021-07-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",125.5
5668,2021-07-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",142.5
5669,2021-07-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",123.0
5670,2021-07-01,"London, Ontario",Total (house and land),"Index, 201612=100",131.2
5671,2021-07-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",134.6
5672,2021-07-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",120.9
5673,2021-07-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",125.4
5674,2021-07-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",97.3
5675,2021-07-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",106.4
5676,2021-07-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",108.8
5677,2021-07-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",104.3
5678,2021-07-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",119.4
5679,2021-07-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",120.9
